,CID,SID,Solubility_at_pH_7_4,target,Efficacy
12929,5336824,47202699,51.5,1,105.28
12934,5336363,49825830,32.0,1,75.039
12936,5336233,24805062,26.9,1,105.298
12939,5336159,49667597,31.8,1,159.375
12946,5335657,49679408,2.9,1,133.022
12955,5334957,49724011,2.2,1,147.554
13005,5331827,24808854,31.2,1,140.098
13023,5309212,7968087,43.3,1,159.474
13031,5303784,49668781,33.7,1,105.549
13041,5303058,47200257,31.4,1,162.828
13051,5301279,49679662,0.2,1,118.718
13053,5301172,49717606,45.8,1,127.147
13062,5300057,49679605,35.1,1,149.943
13083,5298288,49726796,3.4,1,124.669
13163,5293677,26666732,22.1,1,99.0864
13193,5243424,24809862,29.8,1,92.2453
13203,5237831,47202172,42.3,1,110.121
13216,5234951,24829615,45.8,1,114.346
13242,5218417,24829652,26.0,1,121.079
13247,5216133,24826591,12.7,1,178.297
13279,5203808,24827419,15.8,1,93.0949
13281,5202474,49823620,40.6,1,152.739
13291,5200023,26657667,27.5,1,122.969
13300,5195682,24831644,45.7,1,102.863
13324,5187768,26662694,47.4,1,112.22
13332,5185807,24824622,30.6,1,104.588
13340,5183666,24828411,30.9,1,98.3243
13342,5183345,24816621,40.9,1,144.995
13368,5177596,26657588,3.5,1,136.617
13398,5165902,24822348,20.6,1,164.47
13421,5157219,49676899,36.0,1,135.527
13429,5155468,24812092,47.7,1,95.7929
13450,5150646,26665495,28.0,1,95.182
13456,5149831,26661580,29.4,1,98.208
13457,5149428,49646807,17.9,1,129.606
13501,5132152,24829656,48.2,1,85.4329
13536,5115810,24820136,5.4,1,75.6062
13545,5112429,26731678,46.2,1,106.243
13546,5112352,26659339,16.1,1,152.333
13548,5111058,24814229,51.1,1,95.526
13562,5105556,14742534,38.2,1,153.239
13570,5102479,24836552,51.8,1,156.705
13584,5096351,26660317,35.4,1,163.59
13598,5087076,24816559,1.1,1,119.57
13602,5086686,24820808,46.3,1,88.3071
13605,5085666,24791053,49.4,1,89.91
13606,5085610,49674162,11.8,1,144.225
13636,5076145,47203241,18.2,1,175.869
13639,5072004,49669485,26.4,1,192.599
13640,5071689,49671021,44.0,1,98.7609
13653,5069994,24782461,30.1,1,135.736
13661,5067097,24816150,54.8,1,142.315
13738,5044301,49826531,44.3,1,165.63
13749,5042649,49674630,35.1,1,129.637
13766,5032828,47195795,43.3,1,153.248
13783,5022150,24822719,1.8,1,130.665
13806,5015978,24832776,31.1,1,128.677
13832,5002105,24810145,38.1,1,116.826
13845,4995910,24826277,40.6,1,111.036
13847,4994563,24826362,38.3,1,102.541
13848,4994562,24825212,40.9,1,136.228
13849,4994561,24825211,14.4,1,158.218
13853,4992862,24826355,24.4,1,91.9139
13885,4984233,24810930,16.3,1,94.5934
13896,4976766,24808639,51.3,1,152.281
13899,4976455,49648338,17.8,1,182.688
13903,4975679,49820724,0.9,1,100.705
13924,4972923,49648125,5.6,1,125.675
13928,4972246,49667787,38.8,1,161.749
13929,4972021,49666996,1.6,1,96.3618
13933,4971891,49648168,34.1,1,164.81
13934,4971710,49667314,0.5,1,151.858
13949,4969955,49647787,36.4,1,123.51
13961,4968512,24827667,31.2,1,135.072
13964,4967371,24835133,40.5,1,113.937
13965,4966754,24841209,36.4,1,143.84
13976,4963862,49677271,16.3,1,111.025
13982,4963523,49675685,3.6,1,212.763
13986,4963437,49672757,42.3,1,154.499
13999,4962642,49673739,37.5,1,128.626
14003,4962514,49677338,33.5,1,154.31
14010,4962418,49677426,32.7,1,117.57
14013,4962335,49675527,47.9,1,173.407
14020,4962104,24828646,1.4,1,118.998
14021,4962103,24828776,6.0,1,106.139
14022,4962102,24828774,11.2,1,158.963
14026,4962085,24831550,27.7,1,109.813
14029,4962058,57268503,21.9,1,112.046
14030,4962047,49672565,7.8,1,134.106
14041,4961793,24835191,18.5,1,126.717
14042,4961781,24835537,32.7,1,109.559
14043,4961771,24832123,28.5,1,122.345
14048,4961656,24832281,5.7,1,92.1904
14049,4961646,49674413,39.3,1,122.042
14050,4961610,24832986,0.6,1,98.351
14084,4918593,24782487,47.6,1,194.224
14085,4918562,24808651,46.7,1,148.131
14104,4916632,24783625,47.6,1,196.733
14106,4916601,49737405,48.7,1,167.516
14168,4908980,49648863,20.2,1,109.654
14196,4905097,49648105,47.5,1,172.138
14204,4904094,49648336,5.1,1,105.343
14208,4903173,49667412,50.6,1,151.932
14209,4903137,49648476,12.2,1,101.042
14250,4896989,49648602,50.6,1,108.121
14251,4896840,26671583,20.1,1,122.979
14254,4895764,26671287,31.7,1,141.66
14262,4894827,49667775,11.8,1,113.197
14263,4894358,49647999,45.4,1,126.284
14270,4891899,26665862,33.7,1,127.628
14297,4887421,49665060,29.8,1,128.83
14298,4887374,24821769,35.2,1,73.6366
14310,4885704,26662893,53.0,1,161.576
14333,4884632,24825823,0.2,1,78.7613
14349,4884014,49672577,40.9,1,85.9357
14402,4882807,24832994,36.8,1,122.038
14407,4882693,49676509,44.8,1,133.49
14415,4882475,24827653,39.7,1,113.868
14419,4882368,49672044,27.6,1,109.655
14428,4881897,49671617,38.6,1,130.878
14457,4880624,49673500,25.8,1,139.483
14467,4880417,26657948,4.4,1,128.491
14469,4880380,26657947,41.4,1,88.3684
14480,4880083,49680518,52.6,1,173.975
14489,4879889,24831170,37.8,1,115.107
14494,4879803,24831133,6.7,1,73.8845
14495,4879707,24831407,32.6,1,87.9758
14516,4879291,26657834,52.5,1,123.262
14522,4879084,24836403,50.5,1,88.5614
14543,4878361,49674977,25.5,1,160.544
14557,4877804,24832677,20.1,1,159.941
14561,4877770,24832540,34.2,1,96.1012
14609,4875555,24831289,44.9,1,105.32
14625,4874235,49649497,37.2,1,133.678
14680,4852309,49680845,0.8,1,124.194
14682,4851674,49680756,29.3,1,124.822
14683,4851588,49680808,8.0,1,148.918
14684,4851026,49672714,2.9,1,154.672
14704,4842920,57257009,46.9,1,196.303
14722,4839918,24826421,1.1,1,85.6502
14733,4836021,24825203,52.5,1,91.3388
14739,4833334,24831338,48.2,1,134.074
14743,4830989,24825729,37.6,1,143.147
14746,4829949,24826410,46.6,1,88.7736
14748,4829397,24828679,2.2,1,136.682
14763,4827389,49677356,37.8,1,81.9565
14768,4827271,57267690,50.5,1,82.7753
14775,4826888,49675713,22.4,1,215.615
14787,4826079,49677057,5.7,1,144.282
14800,4825618,49676800,25.4,1,105.474
14832,4808153,49676211,6.3,1,85.3426
14869,4799617,49674406,48.1,1,179.318
14872,4799556,49673636,50.2,1,177.804
14883,4799115,49680840,2.4,1,147.229
14905,4796602,49676908,45.5,1,75.0469
14907,4796551,49674037,39.1,1,153.977
14926,4795510,49675715,45.0,1,165.683
14933,4794706,49671640,17.6,1,146.475
14939,4794330,49680334,5.2,1,106.596
14950,4793944,49677277,0.4,1,122.244
14956,4793492,49677336,15.5,1,143.373
14981,4791502,49677270,6.6,1,208.784
14986,4791029,49718473,43.1,1,172.117
14991,4790851,49675415,41.7,1,163.368
15004,4789558,49674895,45.3,1,93.4793
15023,4787851,49821832,50.0,1,169.18
15048,4785222,57259388,5.4,1,107.121
15059,4784514,49675401,45.0,1,160.271
15098,4782331,57256303,47.9,1,81.7549
15145,4779876,24831363,7.1,1,129.698
15150,4777842,49643250,25.9,1,104.452
15162,4773837,49649513,52.9,1,154.533
15165,4770316,49731991,38.2,1,129.151
15185,4746758,49648368,42.3,1,130.623
15199,4727256,47203619,24.9,1,106.242
15212,4725596,49640726,19.4,1,106.735
15230,4688899,49679690,38.4,1,125.22
15238,4685800,24810429,41.3,1,136.635
15243,4683230,49679763,1.2,1,128.772
15245,4681922,26660577,43.5,1,169.066
15249,4681631,24810212,14.6,1,117.939
15265,4677543,24826590,35.0,1,144.464
15296,4663058,49646228,39.4,1,113.159
15300,4662022,26671293,15.7,1,124.624
15304,4661929,24827280,32.1,1,153.644
15307,4661102,26658136,48.7,1,140.845
15314,4657144,49675723,47.3,1,148.159
15322,4652205,49669649,17.2,1,181.564
15333,4648501,24816591,46.7,1,116.007
15379,4617176,49667617,46.3,1,173.522
15385,4616056,24822705,22.4,1,117.365
15390,4613858,24823775,29.2,1,108.409
15397,4611525,24826663,30.0,1,147.803
15420,4604093,24811430,51.2,1,133.336
15424,4602650,24811519,44.1,1,141.426
15443,4597757,47200671,4.9,1,178.342
15456,4593836,24818473,44.9,1,132.396
15470,4589235,26660477,32.0,1,134.029
15502,4578247,24823715,51.5,1,133.523
15508,4574984,49674215,2.7,1,155.796
15510,4573708,49675060,49.4,1,120.001
15514,4572530,49670235,0.2,1,139.976
15520,4571574,24816198,52.4,1,131.245
15564,4559736,49674369,1.4,1,128.725
15565,4559470,24781811,53.0,1,91.6698
15573,4556994,24826723,1.0,1,115.844
15576,4555938,49666008,1.4,1,133.892
15581,4554856,26727181,29.5,1,107.771
15586,4552417,49680920,50.8,1,141.024
15596,4549492,24816788,23.5,1,137.908
15597,4549486,24816785,15.8,1,167.302
15626,4536914,24816539,30.6,1,125.917
15628,4536543,24836683,6.7,1,106.614
15636,4534698,49673933,1.8,1,170.363
15647,4529187,49669862,0.3,1,155.064
15660,4524982,24835676,39.9,1,127.825
15662,4524859,24779576,42.1,1,77.4208
15677,4521307,49667729,42.9,1,129.371
15679,4521024,24820235,12.1,1,105.987
15698,4494608,56314885,7.3,1,156.264
15700,4483705,26726117,23.2,1,118.764
15708,4464934,49716398,41.0,1,170.803
15711,4463708,49677317,10.5,1,129.957
15723,4458964,24812167,42.6,1,108.433
15733,4454203,57266387,0.6,1,138.115
15739,4452139,24832201,19.4,1,121.038
15755,4445693,49668737,0.9,1,121.083
15764,4441413,49666100,40.1,1,141.326
15768,4439635,24812283,1.4,1,176.143
15769,4439411,49672776,48.9,1,133.049
15791,4432459,49680824,0.4,1,126.354
15804,4428875,49668465,0.2,1,135.58
15834,4417481,24796657,48.6,1,133.659
15849,4412491,49668454,4.6,1,101.875
15853,4410945,49669750,0.3,1,77.5497
15854,4410730,49673117,46.0,1,154.276
15860,4407879,24782923,37.6,1,75.3623
15863,4404982,24834576,8.9,1,144.538
15866,4403355,14745739,28.0,1,112.203
15867,4403215,26657487,44.1,1,102.684
15872,4401768,26670741,30.0,1,109.428
15873,4401326,24816364,36.2,1,106.749
15885,4396771,26663453,54.2,1,84.9906
15893,4393712,24834811,2.8,1,116.724
15894,4392744,24836496,50.9,1,139.625
15922,4379471,24831821,31.8,1,135.988
15923,4378120,24810673,8.2,1,111.99
15935,4374275,49678354,19.5,1,161.804
15940,4373621,24810479,50.6,1,113.417
15948,4371773,47198648,27.4,1,115.259
15960,4365941,26663385,30.5,1,133.691
15967,4363980,50085839,35.0,1,139.395
15968,4363012,51087804,39.1,1,182.556
15984,4358473,26658910,52.8,1,124.229
15988,4356619,49646992,49.1,1,166.826
16022,4345662,24822685,4.3,1,128.465
16056,4329757,49666752,1.7,1,123.431
16057,4328626,24839921,24.3,1,131.764
16069,4324586,24782889,35.8,1,122.247
16077,4322809,49646644,0.3,1,178.077
16080,4322160,49667558,16.2,1,170.301
16090,4319882,49673850,44.8,1,149.543
16101,4317267,26658222,39.5,1,117.203
16125,4311510,24811815,3.6,1,134.918
16143,4304882,49678861,37.1,1,159.693
16146,4304234,49666450,24.7,1,131.263
16183,4289213,49679830,51.2,1,165.208
16192,4283361,24814105,42.2,1,82.6068
16201,4280124,49679567,12.2,1,152.302
16278,4253052,49667691,21.9,1,198.06
16314,4237829,26661726,39.3,1,135.617
16319,4235445,24841201,25.8,1,125.73
16329,4232716,24823736,9.0,1,88.1036
16378,4217247,49679758,49.1,1,166.326
16414,4202652,26663720,9.2,1,94.3915
16416,4202176,24814521,14.6,1,156.674
16422,4199128,24816227,47.9,1,131.638
16426,4197619,24816746,1.5,1,83.5361
16431,4195720,22401086,0.6,1,145.949
16434,4194972,24836340,39.2,1,143.011
16470,4178198,49677877,26.0,1,141.702
16472,4177514,24810715,43.6,1,139.778
16488,4172677,24838079,2.5,1,153.811
16490,4172489,24786404,53.8,1,143.314
16492,4171246,24825540,3.1,1,200.544
16509,4162905,24782437,38.5,1,145.259
16510,4162844,49677779,40.3,1,138.473
16528,4153146,49673157,0.8,1,184.929
16530,4152252,24816868,32.3,1,140.814
16538,4150830,24823673,10.8,1,91.7896
16582,4133879,24840440,41.3,1,133.673
16600,4127597,24787949,25.3,1,130.28
16605,4124134,24816231,45.8,1,138.134
16611,4122157,49679329,47.6,1,147.889
16627,4114328,24816526,6.3,1,114.34
16630,4113163,7971314,30.7,1,116.343
16643,4108775,24810932,40.0,1,105.562
16662,4104337,49675027,41.3,1,121.476
16681,4096357,24816743,15.2,1,115.58
16684,4093954,49668477,1.2,1,153.712
16711,4084352,24810947,38.0,1,121.447
16714,4083983,49670910,13.2,1,149.666
16722,4080547,24812424,0.9,1,95.1407
16737,4078162,24811104,23.9,1,134.779
16740,4077096,24789277,49.9,1,152.096
16759,4068157,24816841,27.9,1,94.3473
16773,4064758,26670313,47.7,1,123.487
16775,4064683,24814227,51.9,1,100.572
16809,4055330,49725115,52.8,1,163.19
16818,4051948,49827110,59.7,1,155.437
16819,4051803,49824277,24.1,1,159.617
16826,4050558,24816108,52.8,1,98.7064
16827,4050346,24826570,26.1,1,90.7039
16845,4046915,24822819,13.7,1,125.003
16853,4043107,24826499,5.2,1,184.915
16854,4042848,26663149,0.4,1,98.5878
16863,4039996,24832815,25.0,1,122.884
16871,4035953,49828438,49.0,1,180.28
16880,4034819,47201918,7.5,1,128.366
16896,4027872,57267935,47.3,1,143.885
16899,4027576,24830572,24.2,1,132.276
16902,4026242,22401614,52.6,1,121.096
16907,4025289,49676394,0.3,1,100.921
16918,4020783,24823698,48.7,1,122.638
16931,4013085,24811341,0.3,1,86.7577
16945,4009084,56315294,44.9,1,139.704
16957,4000608,49716129,20.9,1,116.241
16960,3998882,49680333,6.1,1,142.203
16964,3996087,26725777,3.2,1,156.967
16966,3995658,26663585,4.5,1,90.907
16985,3984289,49822010,51.8,1,151.321
16996,3976167,26663259,0.8,1,114.202
16998,3975072,24834263,47.9,1,113.891
16999,3973861,49670374,8.7,1,179.11
17000,3973396,47202151,41.9,1,149.26
17009,3970790,49675268,49.4,1,102.546
17037,3956211,24834613,5.1,1,136.037
17038,3955702,47200663,20.6,1,189.532
17048,3949226,49647262,41.1,1,157.409
17066,3940993,26725720,46.6,1,141.297
17087,3932902,26663104,0.3,1,99.0637
17088,3932482,49677926,49.0,1,158.446
17098,3927601,24826780,16.3,1,111.827
17101,3926171,47201136,48.8,1,157.529
17112,3921109,49672041,45.5,1,90.771
17119,3918587,26667059,2.6,1,87.8449
17124,3914317,24834550,9.3,1,131.095
17137,3907064,49680571,6.4,1,180.576
17144,3904873,49680677,8.9,1,173.243
17148,3903218,47200382,7.2,1,114.299
17166,3890760,24829719,22.5,1,119.851
17175,3887429,49675156,16.6,1,176.421
17194,3875844,24836063,55.2,1,139.258
17200,3870203,56463318,30.0,1,132.358
17211,3864051,24836076,44.2,1,128.07
17212,3863985,24836247,24.0,1,114.862
17213,3863654,24840301,2.0,1,130.847
17216,3862719,57259635,45.0,1,164.238
17222,3853692,49675063,16.6,1,181.036
17224,3852812,24831819,30.2,1,234.488
17228,3851493,24836336,41.8,1,176.937
17230,3851039,26670464,7.1,1,129.463
17236,3849761,24780926,16.9,1,179.33
17240,3849132,24819690,41.5,1,107.668
17241,3848953,24836080,38.1,1,134.365
17295,3840446,26731389,57.3,1,174.608
17327,3833874,24832642,32.6,1,151.25
17330,3833140,24830146,33.2,1,109.35
17331,3832832,26671646,45.5,1,105.96
17337,3831781,26666333,5.3,1,106.855
17343,3830863,49818922,34.8,1,220.419
17386,3824948,24817585,14.5,1,101.331
17396,3822763,49824752,2.7,1,159.319
17426,3818657,24824466,17.6,1,152.273
17430,3817787,47198545,22.0,1,191.969
17444,3815079,47201391,13.1,1,125.384
17466,3811925,49666260,7.1,1,77.4017
17485,3809315,24818982,16.0,1,127.665
17512,3803848,47203798,21.7,1,103.187
17513,3803832,26665414,11.2,1,134.867
17516,3803233,24821638,27.6,1,127.104
17526,3801756,24830195,20.7,1,117.458
17533,3800031,26725677,3.8,1,119.779
17546,3797035,26671577,9.8,1,93.7108
17565,3793733,26665480,46.8,1,147.24
17566,3793088,49817318,46.2,1,145.133
17568,3792871,26728497,39.7,1,127.629
17601,3786263,26667281,2.6,1,81.1293
17629,3780247,24824407,29.5,1,146.073
17633,3779856,26669540,6.0,1,136.638
17667,3774250,26662634,46.9,1,134.914
17668,3774232,26664241,42.2,1,150.526
17670,3774068,24826418,24.7,1,149.548
17681,3772598,49673388,24.3,1,152.692
17683,3772452,24837293,32.9,1,122.243
17685,3771607,24828640,33.3,1,136.345
17689,3770655,24833345,38.3,1,126.954
17693,3769533,26665936,4.4,1,108.967
17701,3768842,26667267,33.4,1,114.295
17702,3768777,26663260,41.5,1,116.18
17719,3764835,47203053,19.7,1,167.733
17720,3763920,26726290,51.2,1,149.637
17736,3761651,49666014,12.8,1,115.26
17739,3761339,24827249,2.1,1,128.642
17750,3759638,26728805,20.6,1,128.234
17751,3759401,24821800,30.3,1,136.58
17757,3758954,49675075,48.5,1,147.772
17763,3758700,26725772,36.8,1,112.34
17770,3756227,49666743,0.3,1,110.221
17780,3754545,26666417,38.4,1,96.6379
17793,3752897,47201878,29.2,1,144.985
17808,3749930,26669293,7.9,1,117.72
17810,3749587,49667751,23.9,1,149.996
17812,3749366,26657577,37.8,1,124.788
17822,3747856,26725808,48.9,1,137.432
17828,3746857,26725646,45.4,1,143.649
17831,3746307,24841373,42.1,1,121.144
17843,3743865,17505808,45.3,1,144.397
17854,3742197,24810607,7.5,1,100.491
17875,3738653,26664245,34.3,1,123.942
17878,3738115,49646359,35.0,1,128.463
17891,3734626,26658552,52.6,1,148.763
17913,3732217,26666727,0.3,1,97.8504
17952,3725664,26725722,56.2,1,135.777
17992,3716818,49647298,58.6,1,144.494
17996,3716622,47198192,24.5,1,153.028
18011,3713419,24827055,31.2,1,121.788
18018,3712205,26666641,17.9,1,98.6553
18040,3708238,24834352,32.9,1,128.562
18045,3707540,26661049,39.4,1,86.7346
18106,3695977,24817719,47.1,1,157.52
18135,3688004,24790853,2.7,1,173.244
18145,3684136,49825634,45.0,1,174.642
18150,3681998,24833481,42.2,1,110.541
18166,3677354,26659954,5.6,1,100.478
18167,3677278,24833912,37.4,1,91.1447
18181,3673394,26657428,0.4,1,110.906
18183,3672307,47199114,43.0,1,122.114
18212,3661998,26671358,37.1,1,133.21
18216,3660272,26660785,10.0,1,124.067
18235,3655447,24821843,12.6,1,107.885
18254,3650338,47202100,3.1,1,116.219
18256,3649400,24830663,9.6,1,118.55
18260,3648614,49679025,52.0,1,138.949
18264,3647829,26662540,21.6,1,136.757
18284,3642065,49672784,31.0,1,187.589
18286,3641692,49677867,9.5,1,132.725
18318,3629808,26670516,44.0,1,105.054
18325,3626171,49667690,37.3,1,228.933
18328,3625260,22409878,9.9,1,168.657
18329,3624880,51085697,45.5,1,94.4962
18339,3623353,24835329,51.8,1,116.88
18345,3620861,24823157,7.6,1,118.7
18354,3617259,24831651,43.2,1,113.667
18365,3613671,24823248,32.3,1,127.26
18373,3610817,49673794,45.3,1,130.583
18386,3607195,47202251,54.5,1,100.08
18406,3600815,49671018,1.1,1,117.204
18413,3598426,49670676,36.1,1,166.033
18414,3598420,49670216,36.2,1,146.785
18422,3593711,24789356,8.8,1,100.724
18427,3590761,49668931,39.4,1,136.539
18431,3588620,26662950,3.3,1,159.749
18455,3580538,24823667,47.2,1,149.749
18459,3580168,49679799,42.5,1,142.295
18493,3570124,26658504,47.1,1,112.998
18513,3566166,49676501,2.2,1,99.9223
18514,3565925,49671725,40.4,1,170.693
18523,3562617,24786952,5.8,1,185.104
18525,3561769,24816481,36.7,1,138.481
18527,3560036,24834663,6.2,1,152.903
18567,3548073,51085701,43.3,1,133.037
18597,3538663,24812864,32.3,1,75.7038
18598,3538559,49675274,10.5,1,139.308
18604,3535939,24830453,46.0,1,130.839
18609,3534238,24791017,43.4,1,111.206
18613,3532905,24835994,45.3,1,114.147
18617,3529948,49670174,2.1,1,139.393
18625,3528048,26662915,14.5,1,120.178
18635,3524247,49821897,41.0,1,112.645
18636,3524009,49732735,47.6,1,161.909
18646,3519928,24818327,36.5,1,73.9523
18656,3516620,22410927,7.6,1,169.382
18657,3516456,26671667,3.1,1,112.875
18658,3515582,49670224,12.1,1,237.719
18665,3512309,24819280,0.5,1,152.261
18667,3510920,26671186,34.4,1,132.005
18691,3499926,26660737,42.9,1,134.179
18698,3495525,24791278,48.5,1,108.816
18717,3490247,49818920,30.6,1,177.609
18725,3486739,49646625,37.4,1,132.526
18726,3486183,26728496,45.1,1,118.663
18757,3473949,26658029,32.9,1,112.489
18758,3472985,24818675,40.2,1,143.009
18784,3463564,49734565,41.1,1,125.483
18789,3462103,47202256,1.3,1,140.1
18796,3457603,47202979,38.5,1,134.741
18843,3443305,24818636,28.9,1,89.172
18844,3442697,49675801,40.9,1,165.317
18854,3440092,26658382,29.9,1,153.461
18857,3439457,47195350,36.7,1,163.014
18869,3435709,26667075,5.9,1,132.086
18887,3430275,26665733,0.6,1,154.608
18898,3427544,24821907,27.8,1,169.267
18920,3422926,49675243,6.2,1,128.219
18929,3419952,49822932,32.1,1,152.531
18934,3417519,24823173,14.3,1,143.547
18967,3404081,24832606,7.1,1,102.041
18970,3403438,17517232,40.9,1,179.7
18983,3396611,24834789,42.7,1,138.766
18989,3393695,49821685,9.4,1,167.163
18994,3388975,24832152,34.6,1,166.001
19025,3377905,24790002,5.5,1,79.2724
19027,3377198,26661934,15.1,1,138.506
19029,3376520,26729113,43.3,1,152.072
19034,3374628,24823742,6.2,1,127.116
19042,3372572,49667728,3.0,1,144.984
19049,3370799,24814236,40.8,1,138.699
19096,3349518,24829202,46.3,1,141.006
19110,3345803,26658730,25.8,1,99.4754
19111,3345752,24813967,29.0,1,101.595
19112,3345212,49666369,41.8,1,165.124
19119,3343493,26667076,5.2,1,148.771
19123,3341651,17505553,9.5,1,118.44
19174,3324499,24826371,1.5,1,87.8409
19180,3323342,24836752,20.5,1,140.09
19182,3322324,24834998,40.9,1,142.798
19187,3319616,22414792,34.8,1,205.117
19193,3318371,24820656,36.9,1,150.653
19197,3315967,24825553,5.9,1,125.415
19207,3312436,49646319,51.9,1,108.754
19242,3301279,24837516,17.0,1,142.107
19248,3298745,24835919,1.7,1,116.689
19254,3296222,49649447,5.3,1,90.0651
19271,3291503,49676389,16.1,1,161.391
19297,3280818,49731954,41.5,1,146.054
19315,3272650,17514514,12.8,1,185.031
19320,3271364,24841336,29.3,1,104.353
19323,3270424,24783296,43.5,1,88.3732
19367,3250498,24782265,41.7,1,116.484
19381,3243444,4249499,11.7,1,120.764
19384,3241713,4247507,24.7,1,130.472
19423,3229957,24806681,51.5,1,89.1591
19471,3226531,49728442,35.0,1,180.262
19637,3218639,24803874,10.7,1,109.758
19765,3173038,49665493,7.2,1,102.649
19791,3164943,24781405,36.2,1,112.722
19813,3163865,49733883,38.1,1,134.533
19839,3163463,49733798,51.2,1,149.142
19840,3163459,49732953,43.3,1,181.178
19845,3163451,49729437,45.7,1,137.292
19856,3163316,24803873,26.6,1,136.587
19859,3163272,49727850,53.6,1,137.814
19905,3161131,24821117,41.4,1,125.173
19907,3161106,49734267,6.4,1,179.232
19915,3160709,24804604,13.6,1,128.988
19917,3160704,24822574,24.4,1,97.3246
19922,3160431,49733154,46.0,1,133.489
19965,3159538,49725281,44.1,1,93.1063
19977,3159097,24804568,41.0,1,143.092
20019,3157951,24784010,2.7,1,107.789
20033,3157420,49641000,48.2,1,113.584
20035,3157307,24808191,2.7,1,128.69
20037,3157305,24807519,10.7,1,144.409
20051,3157044,24796311,37.0,1,91.0191
20052,3157040,24796314,55.1,1,109.213
20062,3156890,49730073,26.2,1,164.274
20063,3156885,49725696,26.7,1,176.602
20064,3156882,24818624,37.6,1,109.456
20065,3156868,49726009,44.5,1,138.467
20076,3156654,24786899,14.0,1,117.697
20101,3155704,24790126,14.7,1,101.936
20130,3155155,49728226,1.0,1,158.655
20134,3155139,24797461,41.9,1,129.205
20155,3154675,47204258,8.0,1,109.692
20164,3154424,24818623,9.3,1,197.333
20173,3154106,7968049,0.2,1,163.432
20204,3152692,24813194,0.4,1,141.845
20207,3152540,49729823,41.8,1,136.9
20219,3152209,24804367,44.8,1,128.012
20221,3152092,24784809,13.5,1,129.334
20234,3151173,47201389,43.4,1,143.797
20240,3151041,49728974,39.8,1,158.358
20247,3150558,24822424,3.7,1,146.888
20248,3149917,24789726,14.3,1,100.26
20267,3149090,49733903,40.2,1,122.428
20272,3148504,49641297,31.4,1,175.938
20275,3148420,49726918,45.5,1,111.364
20281,3148009,49733058,1.0,1,132.099
20286,3147393,49644993,43.1,1,123.398
20287,3147391,49644314,43.4,1,178.211
20292,3147185,24808200,52.3,1,90.0015
20293,3147120,26663876,48.1,1,137.41
20332,3145200,49725795,24.7,1,111.942
20350,3143281,24804424,30.5,1,122.934
20367,3141652,24806170,50.6,1,93.5679
20371,3140545,49646663,46.4,1,160.302
20376,3140401,26671362,45.3,1,125.644
20377,3140400,24808105,46.6,1,123.433
20394,3138364,24781111,23.1,1,137.74
20404,3137533,24809865,37.9,1,121.128
20405,3137370,49727461,0.2,1,119.471
20410,3136927,47203308,43.6,1,182.485
20411,3136671,24807967,47.0,1,115.856
20426,3135848,49641493,25.6,1,146.345
20458,3132897,24818140,37.5,1,155.098
20459,3132896,49665630,7.9,1,138.704
20465,3132650,49641805,36.8,1,152.648
20472,3131946,24790901,46.7,1,97.3354
20494,3128213,49665214,45.0,1,104.172
20496,3128206,47203362,5.2,1,132.554
20503,3128113,24783970,1.7,1,104.731
20504,3127917,24804838,27.5,1,128.36
20508,3127476,24809645,29.4,1,109.84
20511,3127094,47203683,13.4,1,130.251
20512,3127088,14724440,11.2,1,172.767
20515,3127020,24821048,30.5,1,125.164
20525,3125474,14724659,1.0,1,165.27
20534,3124665,24820694,0.4,1,128.228
20537,3124417,17509215,21.5,1,224.779
20541,3124171,49642936,53.1,1,93.9323
20555,3123184,24802553,50.5,1,92.086
20556,3122942,49646638,2.8,1,233.189
20573,3121122,47202965,28.5,1,148.948
20577,3120507,49644602,19.2,1,172.807
20580,3120451,49644033,3.4,1,185.585
20583,3120394,47201855,1.8,1,140.539
20594,3118907,24809680,12.1,1,83.8718
20615,3117460,49642102,0.4,1,92.4877
20625,3115970,49643967,53.8,1,199.268
20633,3115297,24813507,30.7,1,163.864
20657,3113408,49728742,38.3,1,107.152
20662,3112946,49641631,35.7,1,160.473
20663,3112830,24802718,19.3,1,94.9072
20670,3111408,24801112,48.6,1,106.757
20689,3108930,49643171,21.0,1,154.866
20694,3108446,49644355,26.0,1,136.62
20715,3106720,24820333,0.2,1,113.769
20717,3106500,49665579,1.1,1,144.115
20718,3106499,49644278,35.9,1,135.279
20719,3106494,49665354,0.9,1,109.405
20724,3106486,49645145,33.3,1,165.642
20736,3104627,24811047,15.1,1,128.229
20745,3103951,49645404,1.3,1,134.052
20758,3101792,47203735,7.0,1,151.953
20762,3101511,24806352,28.8,1,106.47
20779,3099740,49665687,7.5,1,134.64
20788,3098256,24812883,10.9,1,145.046
20792,3097913,49644143,47.6,1,145.371
20823,3092936,24803358,0.4,1,102.66
20830,3091340,49674354,1.2,1,148.132
20833,3091015,17504608,34.2,1,193.493
20843,3090179,24782940,51.4,1,124.906
20852,3089359,49642565,7.9,1,158.59
20874,3050824,49730004,47.7,1,151.191
20879,3026856,47202080,28.3,1,158.185
20886,3001308,49668997,14.7,1,107.874
20887,3000005,3717456,59.4,1,127.336
20888,2999664,3716557,1.1,1,117.889
20890,2999043,3715018,1.7,1,129.786
20906,2996578,47200117,49.9,1,113.264
